Project_ID,Duration_Days,Skills_Required,Complexity,Client_Budget_Min,Avg_Past_Bids,Num_Bidders,Client_History,Freelancer_Exp_Years,Freelancer_Success_Rate,Urgency,Location,Client_Budget_Max,Final_Bid
2552,87,Data Science,High,2420,1669.9256952624398,8,New,9,0.85,Low,India,2936,4997.18
2553,26,Mobile Dev,Medium,1001,5113.33452397876,13,New,8,0.87,Low,Europe,2033,1830.59
2554,28,Data Science,High,2186,1466.7208317074383,11,Repeat,4,0.91,Normal,India,2473,3548.43
2555,80,Writing,Medium,4092,4637.09521785993,30,Repeat,8,0.88,Low,Europe,4496,4061.45
2556,34,Web Dev,Low,4621,3727.3646359943855,22,New,4,0.88,High,USA,5302,5307.29
2557,62,Writing,Medium,4809,5267.522993973172,14,New,11,0.98,Normal,Europe,6077,8562.26
2558,35,Mobile Dev,High,3680,3623.6945660883007,24,New,5,0.9,Normal,Europe,5049,5163.53
2559,68,Graphic Design,Low,2902,3405.433543460557,7,New,11,0.91,Normal,USA,4816,4789.92
2560,23,Writing,Medium,2304,4836.610146551851,32,New,10,0.95,Normal,Other,5128,3906.33
2561,52,Data Science,High,971,3440.5458290146466,10,Repeat,11,0.9,High,Europe,3184,4558.25
2562,49,Web Dev,High,2924,5090.571045033223,25,New,7,0.93,Low,Europe,4385,5301.56
2563,59,Data Science,Medium,3002,438.5104743833379,17,Repeat,6,0.93,Normal,India,5635,4778.57
2564,59,Data Science,High,4830,3046.626643914066,12,Repeat,5,0.89,Normal,Europe,5277,7323.74
2565,22,Writing,Low,2603,4904.245353259796,37,Repeat,2,0.96,Normal,Europe,2916,1669.37
2566,67,Web Dev,Medium,3503,5112.936109455878,2,Repeat,14,0.98,Normal,India,4499,7645.39
2567,51,Graphic Design,Low,2291,5029.223957844798,22,New,5,0.97,High,Other,4033,2540.76
2568,79,Data Science,High,3982,3685.630719727648,45,Repeat,10,0.91,Low,USA,6939,6215.26
2569,61,Web Dev,High,4682,5964.732351519595,37,Repeat,7,0.99,High,USA,5148,5270.42
2570,49,Graphic Design,High,3307,1211.109900663235,38,New,11,0.98,Normal,Europe,5367,5826.26
2571,37,Data Science,Low,3758,1170.576839417078,7,New,13,0.89,Normal,Other,5849,6235.1
2572,21,Web Dev,High,3197,342.01264596837336,15,Repeat,6,0.87,High,USA,5674,6539.6
2573,74,Writing,Medium,3178,5937.622481095392,30,New,6,0.98,Normal,India,5743,4887.65
2574,8,Data Science,Medium,2738,2185.919969200674,2,New,5,0.96,High,Europe,4035,5003.46
2575,24,Data Science,High,3186,4608.016950301804,9,New,14,0.9,High,Europe,4598,8497.51
2576,51,Web Dev,Medium,3046,499.30532973655477,48,New,14,0.9,Low,Other,3897,3305.46
2577,19,Data Science,Low,3571,1897.3254220302454,45,New,9,0.9,Low,Europe,4241,2939.64
2578,74,Graphic Design,Low,4402,3799.5069471601746,20,Repeat,1,0.98,Low,Other,4666,2857.16
2579,51,Data Science,High,1724,3219.9635621807,24,New,4,0.89,Low,USA,2343,2710.15
2580,82,Mobile Dev,Medium,3057,1365.3272022209321,40,New,7,0.95,High,USA,3176,2691.68
2581,79,Graphic Design,Medium,3387,2850.3185398342403,42,New,1,0.98,Normal,Other,6239,2563.1
2582,13,Web Dev,High,1625,786.3746524502991,12,New,13,0.91,High,USA,4403,6811.54
2583,20,Graphic Design,Low,1582,3324.8153126595976,28,Repeat,12,0.86,Normal,USA,2136,1911.22
2584,73,Mobile Dev,High,358,717.1074418721603,41,New,11,0.96,Low,USA,1736,1403.71
2585,65,Mobile Dev,Medium,553,3870.222426723149,37,Repeat,4,0.85,Normal,Other,2502,1207.9
2586,14,Data Science,Medium,898,1058.841831769239,43,New,6,0.97,Normal,India,1100,810.45
2587,54,Data Science,High,4570,3350.452469767559,21,Repeat,10,0.9,High,India,5627,9121.19
2588,7,Writing,Low,2611,905.3559769658335,43,New,8,0.97,Low,USA,4893,3106.56
2589,81,Graphic Design,Low,4270,2494.156036978473,9,New,7,0.93,High,India,4466,5316.84
2590,74,Writing,High,341,2208.2145370007856,47,Repeat,12,0.9,Normal,USA,3239,1999.46
2591,85,Mobile Dev,Medium,1812,4575.002594023163,37,New,9,0.98,Normal,Europe,3699,2683.32
2592,55,Data Science,Low,4318,3900.79562099343,27,Repeat,7,0.97,Normal,India,6936,4869.43
2593,23,Data Science,High,2102,5631.969599357494,36,New,3,0.86,High,Europe,2776,2318.26
2594,46,Data Science,Medium,3427,5543.177313918406,4,Repeat,10,0.99,High,USA,6366,8087.35
2595,39,Web Dev,Low,2381,4391.226767083973,5,Repeat,4,0.92,High,India,2669,2590.13
2596,50,Mobile Dev,Low,596,4657.926582450282,45,New,3,0.87,Low,India,1088,421.86
2597,30,Data Science,High,3211,3805.7376369759445,30,Repeat,9,0.97,Normal,Europe,4229,6144.86
2598,73,Mobile Dev,Medium,826,4196.229899856609,29,New,11,0.93,High,USA,3595,2408.55
2599,68,Data Science,Low,1931,3760.750856505557,20,Repeat,11,0.95,High,India,4126,3373.17
2600,41,Graphic Design,High,1921,1973.8254331131386,44,New,8,0.95,High,Other,2076,2655.25
2601,88,Mobile Dev,Low,1916,2201.53405784752,29,Repeat,10,0.88,High,USA,3590,2779.66
2602,53,Writing,Medium,191,3512.1928936222894,19,Repeat,13,1.0,High,Other,1704,1757.19
2603,25,Web Dev,Low,3532,4363.0350252596745,15,New,9,0.87,High,India,6322,7006.54
2604,78,Writing,Medium,2069,2525.7964188997908,44,Repeat,10,0.94,High,India,2797,2107.3
2605,68,Mobile Dev,Low,2484,984.6066348365142,15,New,10,0.87,Low,Other,4925,3502.48
2606,9,Data Science,Low,3779,2837.590434862749,30,New,2,0.98,High,India,4644,3980.27
2607,74,Mobile Dev,High,4708,5784.648750130076,4,New,5,0.88,Low,India,4943,8052.39
2608,8,Web Dev,Low,702,1402.408177316639,35,New,5,0.92,Low,USA,3401,1224.34
2609,43,Mobile Dev,Medium,527,3947.054158720645,10,New,7,0.86,Normal,USA,2043,1561.64
2610,39,Data Science,High,2119,5897.869519257434,41,New,4,0.92,Normal,USA,5113,3837.97
2611,5,Writing,Medium,1556,2350.9906588446834,6,New,4,0.85,Low,Europe,4023,3258.25
2612,28,Graphic Design,Medium,106,5344.119111723375,30,New,8,0.92,Low,USA,382,255.68
2613,61,Writing,High,2534,5204.450995479725,42,New,1,0.95,High,India,3110,2599.24
2614,74,Data Science,Medium,1473,2133.4130102974414,6,New,6,0.88,Low,India,1733,1953.3
2615,45,Data Science,Low,740,726.3263519272775,46,New,9,0.93,High,Europe,2148,1297.85
2616,58,Web Dev,High,3862,1194.4540542156924,44,Repeat,13,0.92,High,India,6540,8355.8
2617,50,Mobile Dev,Low,4105,2289.6326918935147,44,New,13,0.9,Normal,Europe,6993,3920.86
2618,64,Mobile Dev,Low,2330,5760.935707329847,45,New,13,0.95,Low,USA,4888,2669.99
2619,64,Writing,Medium,4760,1755.533348531368,14,New,2,1.0,High,Other,4868,6283.7
2620,61,Graphic Design,Medium,3911,5572.15876367392,27,Repeat,5,0.99,Low,Other,5661,3265.53
2621,35,Graphic Design,Low,3406,1210.9834108601199,10,New,10,1.0,High,Other,5187,4673.57
2622,88,Web Dev,High,545,5823.402690293529,5,New,10,0.85,Normal,Other,1404,2274.16
2623,28,Data Science,Low,4041,1867.5865320782832,40,New,9,0.89,High,Other,5561,4319.3
2624,40,Web Dev,Low,4395,3853.589741131053,32,Repeat,11,0.99,Normal,Europe,4565,4184.65
2625,89,Mobile Dev,Medium,3095,557.693663152618,6,New,12,0.86,Normal,India,5835,7930.3
2626,34,Data Science,Medium,612,1903.0354014457916,8,Repeat,4,0.9,Normal,Europe,1680,1115.26
2627,28,Web Dev,Low,1089,1382.6558773135457,29,New,9,0.95,Normal,India,2756,1812.58
2628,34,Writing,Low,1501,169.98751180076957,41,New,8,1.0,Normal,USA,4442,2436.2
2629,11,Mobile Dev,Medium,1912,1067.1032581463464,15,Repeat,9,0.89,Low,Europe,4209,3773.18
2630,39,Graphic Design,Low,645,3619.656351547567,25,Repeat,13,0.96,Low,USA,3204,2368.87
2631,59,Web Dev,Medium,2633,2431.0330132472545,43,Repeat,13,0.95,High,India,4707,5130.02
2632,18,Mobile Dev,Low,2109,4377.040241022894,39,New,13,0.94,Normal,India,4248,3265.69
2633,14,Mobile Dev,High,3532,4075.786411795992,6,Repeat,2,0.96,Normal,India,4223,5809.23
2634,84,Graphic Design,High,4185,4825.902127696324,48,Repeat,10,0.89,Low,India,5781,5112.09
2635,20,Graphic Design,Low,2315,5222.096384740881,49,New,5,0.9,Low,Other,3210,1434.9
2636,58,Graphic Design,Medium,3765,4945.9791932734215,35,New,10,0.93,Normal,India,4405,4351.36
2637,81,Web Dev,Low,927,2771.155912352551,29,New,9,0.92,Low,India,2412,1618.62
2638,74,Graphic Design,Low,2284,1956.05722263822,48,Repeat,5,0.96,Low,USA,3054,1286.13
2639,48,Writing,Medium,2262,3088.4694083655595,9,New,12,0.97,Normal,USA,5015,5953.28
2640,77,Mobile Dev,Low,1375,3280.5017638325457,22,New,4,0.93,Normal,Other,4138,2500.77
2641,49,Graphic Design,Medium,1616,1982.0709241100508,25,Repeat,8,0.91,Normal,Other,3788,2861.14
2642,60,Mobile Dev,Low,1412,3309.0382890676447,25,New,6,0.99,High,Other,3291,2359.66
2643,88,Data Science,Medium,3623,768.8109651630948,14,New,2,0.96,Normal,Other,6087,5470.79
2644,86,Data Science,Low,615,1501.5945008394347,16,Repeat,8,0.95,High,Other,2067,1718.49
2645,61,Graphic Design,High,4883,4514.38130830975,47,Repeat,12,0.86,Low,USA,6867,6302.83
2646,25,Mobile Dev,Medium,1119,1219.568535693879,26,Repeat,5,0.93,Normal,USA,3623,2186.53
2647,72,Data Science,High,1395,963.3714122238908,46,Repeat,7,0.87,Low,Europe,3085,1921.02
2648,54,Graphic Design,Medium,1149,1830.9576692264664,29,Repeat,4,0.95,Low,Other,2188,1475.5
2649,37,Mobile Dev,Medium,2440,2320.6373330533306,40,New,9,0.89,High,India,5200,4394.23
2650,11,Graphic Design,Medium,1357,2072.00980402206,9,Repeat,2,0.96,Normal,Other,2490,2100.77
2651,74,Mobile Dev,Medium,2378,2341.441501456768,32,Repeat,12,0.97,High,Europe,4294,4226.39
2652,19,Data Science,Low,3085,968.4872059510088,8,New,10,0.9,Low,Europe,5232,5163.27
2653,86,Graphic Design,Low,3969,1117.5616741495787,48,Repeat,9,1.0,High,India,6811,4153.97
2654,36,Data Science,Medium,1244,1529.6346306458108,40,Repeat,4,0.93,Normal,USA,3877,1843.36
2655,79,Graphic Design,Low,4713,2501.653302101877,18,New,6,0.88,Normal,Europe,5590,4373.17
2656,24,Web Dev,Medium,805,2115.009744467854,36,New,5,0.97,Low,India,1820,1064.23
2657,19,Data Science,Medium,2524,4779.309348845665,23,New,3,0.96,Normal,India,3817,2967.47
2658,52,Data Science,High,3671,3224.2797925889945,8,New,7,0.91,High,Europe,3833,7224.84
2659,75,Writing,Medium,2034,3517.8510082198923,11,New,4,0.95,High,Europe,4686,5249.17
2660,25,Data Science,Medium,2584,3429.4686662628155,29,New,1,0.85,Low,USA,3966,2653.64
2661,46,Mobile Dev,Low,1845,2482.834092589435,40,Repeat,14,0.89,Low,India,3395,2337.53
2662,30,Graphic Design,Medium,1069,5885.827297900636,44,New,14,0.98,High,India,3220,2445.23
2663,18,Web Dev,Medium,2646,368.37334630114174,30,New,8,0.88,Low,USA,2986,3013.42
2664,61,Mobile Dev,High,2747,1412.6510019421987,36,New,3,0.99,High,Europe,5191,4476.63
2665,41,Mobile Dev,Low,877,1815.2299871321782,23,New,6,0.94,High,India,2511,2087.99
2666,62,Mobile Dev,Low,1433,5305.593690028333,10,Repeat,12,0.99,High,USA,2722,3566.45
2667,25,Mobile Dev,High,2217,5525.384444454306,37,New,2,0.87,High,India,2839,2455.08
2668,86,Web Dev,Medium,2488,5099.7073459142175,9,Repeat,9,0.92,Low,India,5390,4931.4
2669,73,Writing,High,3203,2589.163239281081,31,Repeat,4,0.89,High,Europe,5766,6934.54
2670,7,Data Science,Low,3214,5500.549754980035,31,New,7,0.98,Normal,India,4931,3336.45
2671,41,Mobile Dev,High,4313,726.2723628980789,32,Repeat,9,0.9,Low,Europe,6244,7203.76
2672,53,Data Science,Low,3036,3966.742996651484,23,New,13,0.94,High,India,6005,5690.6
2673,23,Data Science,High,4210,5632.75909885192,45,Repeat,11,0.97,Low,India,6242,4281.77
2674,89,Mobile Dev,Medium,1445,4566.164064421793,32,Repeat,3,0.88,Normal,India,3065,1712.73
2675,16,Writing,Medium,2141,1775.5229363230821,41,Repeat,13,0.86,Normal,USA,5107,4009.89
2676,65,Data Science,Low,2774,4347.409033942708,48,Repeat,3,0.92,High,Europe,3638,1974.96
2677,45,Graphic Design,High,1655,1874.3657119415825,29,New,3,0.95,Normal,USA,4479,3398.83
2678,37,Data Science,Low,789,802.7553681289213,47,Repeat,14,0.96,High,Other,1645,1130.3
2679,54,Mobile Dev,Medium,4969,4345.74597292749,6,New,5,0.91,High,India,5692,6966.24
2680,72,Web Dev,Low,3552,1198.4758657265875,18,Repeat,10,0.86,Low,Other,5201,3978.77
2681,75,Data Science,Medium,1634,799.729892071795,12,New,6,0.91,High,Europe,4157,3374.73
2682,37,Writing,Low,219,3377.796319693643,23,Repeat,3,0.87,High,USA,2740,1367.93
2683,85,Graphic Design,High,4259,3780.6577647454897,48,New,10,0.86,High,USA,5754,6902.72
2684,28,Graphic Design,Medium,4655,448.6792640700886,26,Repeat,9,0.9,High,Europe,7384,8906.26
2685,65,Web Dev,Low,4154,176.14299479494966,14,New,1,0.97,High,Europe,5565,5034.16
2686,65,Web Dev,Medium,2952,5310.111432799938,37,New,7,0.97,High,USA,4491,3204.19
2687,32,Data Science,High,1713,824.2274816338012,46,Repeat,11,0.94,High,Other,3583,3403.02
2688,62,Mobile Dev,Medium,3133,3565.8036088779836,46,Repeat,9,0.97,Low,Europe,5753,3809.8
2689,47,Writing,High,2883,5728.245547412214,12,Repeat,5,0.93,Low,India,4863,5684.52
2690,45,Graphic Design,Medium,3036,3144.674178075957,6,Repeat,3,0.89,High,Other,4469,4931.01
2691,43,Web Dev,High,4163,967.8183536896055,15,Repeat,13,0.94,Low,USA,7007,11290.1
2692,53,Writing,Medium,3988,2451.8843438493723,23,New,10,0.99,High,Europe,4735,7542.39
2693,21,Mobile Dev,High,3884,3800.646564890224,4,New,4,0.86,High,Europe,4665,6612.68
2694,74,Graphic Design,Low,2726,4612.611876854852,36,Repeat,8,0.99,Normal,Other,4588,3389.47
2695,74,Graphic Design,Low,3644,3700.587268237603,33,Repeat,12,0.96,Low,Europe,5093,3856.94
2696,69,Mobile Dev,Medium,1249,350.7470468349327,39,Repeat,14,0.95,Normal,India,3119,2521.61
2697,78,Graphic Design,High,4902,987.151761799917,41,Repeat,3,0.94,High,USA,5965,5826.08
2698,89,Mobile Dev,Low,1809,2325.0398794507123,25,Repeat,5,0.89,High,Other,2336,1776.73
2699,9,Graphic Design,Medium,3258,4278.425059156976,29,New,12,0.98,High,Other,4864,5931.93
2700,6,Data Science,Low,1466,3568.3186534411466,22,New,3,1.0,Low,India,2807,1721.29
2701,26,Mobile Dev,High,4149,411.4656540427486,34,New,14,0.99,Low,Europe,4279,5904.17
2702,61,Writing,Medium,4590,4811.782559482746,29,Repeat,12,0.87,Low,Other,6054,4989.02
2703,70,Data Science,High,4679,3689.9779234312214,40,Repeat,6,0.96,Low,USA,5250,5225.73
2704,78,Writing,High,4861,5339.827707680391,37,Repeat,12,0.93,Normal,Europe,6615,9064.23
2705,20,Graphic Design,High,555,2593.2706277757084,11,New,1,0.97,Normal,Other,1045,1035.67
2706,55,Writing,Low,4405,3017.680417899653,38,Repeat,7,0.9,Low,Other,6962,3835.43
2707,43,Data Science,Medium,4720,2522.4720023671493,41,Repeat,11,0.99,Low,USA,5999,5546.88
2708,80,Mobile Dev,High,775,4376.3589976277535,26,Repeat,14,0.9,Normal,Other,1126,1635.12
2709,44,Web Dev,Low,1101,4549.965506790169,46,New,6,0.96,Low,Europe,2268,970.83
2710,42,Writing,High,4171,4380.968005180269,18,New,12,0.93,High,India,5372,9899.7
2711,64,Web Dev,Low,995,1855.8559041478745,5,New,6,0.94,High,Other,3469,2739.42
2712,63,Writing,Medium,2454,3870.7844917024454,11,New,3,0.87,Low,India,2698,2720.27
2713,14,Writing,Medium,3193,2130.389771941488,26,New,1,0.94,Low,USA,3947,2991.48
2714,68,Mobile Dev,Medium,159,5030.072409406646,33,New,11,0.93,High,India,728,651.31
2715,67,Graphic Design,Medium,4581,472.42954940394395,9,Repeat,1,0.96,Low,Other,5666,3998.89
2716,53,Data Science,High,2864,370.666403250789,43,Repeat,7,0.89,High,USA,3882,3979.45
2717,68,Data Science,Low,1894,744.9942835741697,46,Repeat,4,0.97,High,Europe,2953,1849.22
2718,36,Data Science,Medium,3362,1333.82468760966,13,New,14,0.99,Low,India,4797,6056.71
2719,11,Graphic Design,High,2629,370.1668506468638,22,New,6,0.98,Low,Other,3840,4846.18
2720,25,Web Dev,Medium,2042,568.95763188638,46,New,4,0.91,High,Europe,4275,2638.5
2721,24,Data Science,Medium,3587,1940.4304824976866,28,New,8,0.96,Low,India,5697,5567.85
2722,30,Web Dev,Medium,4991,733.7754884437461,31,Repeat,12,0.9,Low,Europe,7543,7440.84
2723,72,Graphic Design,Low,3521,4842.131593547527,11,Repeat,9,0.98,Normal,Other,4809,5407.81
2724,19,Graphic Design,Low,4796,465.1242254196896,22,New,2,0.91,Normal,Other,7591,4933.75
2725,89,Mobile Dev,Low,4178,5461.387264279801,2,New,1,0.88,High,India,5683,5837.19
2726,83,Data Science,Medium,1473,5244.4113320546985,10,New,1,0.92,High,India,2918,3083.93
2727,18,Mobile Dev,High,3653,1369.048540401744,4,Repeat,14,0.87,High,Other,6300,13970.09
2728,31,Data Science,High,3772,568.4332586998617,43,New,13,0.94,Normal,Europe,3879,5515.82
2729,44,Graphic Design,High,1182,767.3800141609801,20,Repeat,12,0.94,High,India,2827,3880.04
2730,62,Graphic Design,Medium,4347,3420.666184486115,7,Repeat,12,0.92,High,Other,4940,8742.44
2731,32,Writing,Low,1033,3665.357078911538,8,New,7,0.94,Normal,USA,2146,1547.02
2732,30,Writing,High,2687,1996.1592985434445,44,New,13,1.0,High,Europe,4113,5316.39
2733,67,Graphic Design,Medium,4185,1886.476959536284,17,New,14,0.91,Low,USA,6470,8507.82
2734,70,Graphic Design,Medium,657,3259.282420645353,37,Repeat,2,0.91,Normal,USA,1284,655.65
2735,29,Web Dev,High,4813,1937.9240577930577,5,Repeat,3,0.89,High,Europe,5426,10591.81
2736,7,Web Dev,High,4219,5615.76904334341,19,Repeat,12,0.88,High,USA,5407,9659.66
2737,76,Mobile Dev,Medium,1642,2388.3959065830745,33,Repeat,4,0.89,Low,USA,3480,2362.65
2738,48,Writing,High,2482,1435.9104303309996,33,Repeat,9,0.88,Normal,USA,4229,4433.9
2739,46,Writing,Medium,4198,1003.8943522413294,19,Repeat,10,0.91,Low,Other,4616,5464.55
2740,10,Graphic Design,High,1107,3845.492931347613,40,New,2,0.88,Low,USA,3056,1322.4
2741,43,Graphic Design,Low,1381,2060.9704533930026,44,New,14,0.93,High,USA,2484,1906.09
2742,56,Mobile Dev,Medium,4458,1254.449770620932,38,New,10,0.89,High,Europe,5106,5018.82
2743,27,Writing,Low,220,1763.5208191147105,29,Repeat,2,0.91,High,Europe,508,317.19
2744,54,Web Dev,High,4216,1951.1072024036503,40,New,13,0.87,Low,USA,7151,6905.7
2745,47,Data Science,Medium,1004,3811.1258051186833,3,New,1,0.87,Normal,USA,2443,1811.85
2746,23,Mobile Dev,High,239,1171.8867764919282,38,New,8,0.94,High,USA,2000,1563.17
2747,73,Data Science,Medium,1915,4436.902025926976,38,Repeat,14,0.93,Low,Other,2364,2566.48
2748,55,Web Dev,High,4401,1933.5612682640224,3,New,13,0.88,High,USA,4547,11705.82
2749,15,Web Dev,Low,4238,3006.6111051959138,20,New,8,0.89,Low,Europe,6210,4812.23
2750,16,Data Science,Low,1128,3980.808207722543,6,Repeat,5,0.88,Normal,Europe,3710,2697.54
2751,78,Mobile Dev,High,2354,3330.177627089403,45,New,3,0.97,Low,USA,3820,2687.6
2752,12,Data Science,Low,444,4024.066220436588,14,New,1,0.9,Normal,USA,1522,764.37
2753,28,Mobile Dev,Low,2519,2037.1836974348234,23,Repeat,2,0.91,Low,Europe,2881,1516.09
2754,45,Mobile Dev,High,3403,5786.182027700252,8,New,14,0.95,Normal,USA,4208,9467.34
2755,40,Graphic Design,Medium,3335,2835.089871412266,3,Repeat,9,0.9,Normal,USA,6253,6973.12
2756,89,Writing,High,2694,2033.3116173205499,15,Repeat,8,0.91,Normal,Other,3045,5139.56
2757,76,Writing,Medium,1487,1883.9046732399956,26,New,10,0.97,Normal,USA,3784,3392.69
2758,59,Web Dev,Low,4117,399.76557249139205,27,Repeat,11,0.97,High,Other,5674,4967.16
2759,13,Graphic Design,Low,1083,4156.114333781127,6,New,4,0.94,High,India,2457,1957.6
2760,51,Writing,Low,4530,1685.7143712922275,21,New,13,0.93,Low,Other,6981,5365.01
2761,19,Mobile Dev,Low,2222,5759.741706987074,13,New,3,0.88,High,USA,2374,2041.65
2762,52,Mobile Dev,Low,3094,1381.1017604542315,37,New,5,0.92,Normal,USA,5250,2892.57
2763,86,Data Science,Medium,3000,3247.5234830594186,32,New,8,0.89,High,Europe,5999,5672.36
2764,46,Data Science,Medium,875,4452.503594031382,18,Repeat,14,0.96,Normal,USA,2768,3170.09
2765,64,Mobile Dev,Medium,4018,5240.174474702893,17,Repeat,10,0.94,High,USA,4948,7003.93
2766,88,Mobile Dev,High,835,1065.2962230100245,11,New,6,0.91,Low,USA,1142,1341.44
2767,74,Data Science,Low,1586,5914.599011907644,36,Repeat,10,0.93,Low,Other,2441,1663.29
2768,16,Writing,Low,495,5454.481564108439,34,New,11,0.91,Normal,Other,3433,1798.45
2769,6,Web Dev,Low,4878,5782.671132431064,39,New,4,0.87,Normal,India,7615,4081.8
2770,11,Data Science,High,2101,5138.123943318592,36,New,8,0.97,High,Other,5014,5230.83
2771,84,Writing,High,3547,5284.364983996353,28,New,4,0.98,High,Europe,4501,6773.73
2772,7,Writing,High,463,3653.1491580920037,8,Repeat,5,0.99,Normal,Other,1662,1808.5
2773,7,Writing,Low,3387,5095.0638692366865,28,New,2,0.97,Low,USA,5026,2425.38
2774,31,Graphic Design,Medium,1954,3273.978143500288,42,New,10,0.97,Low,Other,3030,2289.59
2775,44,Graphic Design,High,4288,3298.5704480870145,13,New,4,0.86,Normal,USA,5247,5883.2
2776,37,Writing,High,4461,3441.0935376208063,47,New,10,0.97,Low,Europe,5381,5475.93
2777,5,Mobile Dev,Medium,843,5978.459860682863,34,Repeat,14,0.9,Normal,India,3300,2561.98
2778,12,Graphic Design,High,473,760.709814805094,14,New,10,0.87,High,India,3003,3152.89
2779,36,Data Science,Medium,4289,4862.818374200546,3,Repeat,3,0.93,Low,India,6514,6120.44
2780,52,Graphic Design,Low,4227,1748.8782602646804,4,Repeat,12,0.94,Low,India,5722,6483.43
2781,8,Mobile Dev,Medium,3834,2263.1784331967924,12,Repeat,12,0.92,Normal,USA,4467,7615.19
2782,74,Web Dev,Medium,4184,621.1195552402638,6,Repeat,8,0.95,High,USA,4703,6229.07
2783,23,Graphic Design,Low,239,2206.706621096807,3,New,8,0.96,Low,Other,859,645.84
2784,36,Writing,High,3120,5945.9617782497435,47,Repeat,14,0.87,Low,USA,4060,4382.7
2785,13,Writing,Low,3392,2472.8551816940076,29,Repeat,7,0.94,High,India,4505,3794.87
2786,16,Writing,High,1664,4067.674331837643,14,Repeat,6,0.86,High,USA,4031,4961.61
2787,15,Web Dev,High,157,856.1721507449965,47,Repeat,9,0.92,Normal,Europe,1424,765.24
2788,50,Mobile Dev,Medium,3596,5546.608677029761,36,Repeat,14,0.87,Low,Europe,5076,5119.99
2789,20,Data Science,Low,2287,4992.310472688772,41,New,4,0.92,Low,Europe,2891,1497.25
2790,5,Mobile Dev,Medium,3048,2409.821679552137,14,New,4,0.88,High,India,4113,4402.17
2791,67,Web Dev,Low,4573,2188.5104961356783,13,Repeat,6,0.96,High,Other,6699,7140.45
2792,25,Writing,Low,472,2678.7619705540415,19,Repeat,1,0.98,Low,USA,922,544.33
2793,34,Mobile Dev,Medium,3234,2497.360369698817,19,New,2,0.88,High,Other,3581,4298.36
2794,17,Data Science,High,1687,1659.5972077751642,18,Repeat,2,0.96,Normal,USA,3841,3304.45
2795,38,Writing,High,877,5946.4507038711745,40,New,13,0.87,Normal,India,1136,1625.07
2796,8,Data Science,Low,4362,4891.696765872723,23,Repeat,10,0.92,High,Europe,6430,5806.06
2797,32,Graphic Design,High,3322,1717.3510681191683,14,Repeat,4,0.94,Low,India,4755,5247.45
2798,63,Data Science,Medium,3778,5893.0900860075335,46,New,5,0.93,High,Europe,4989,3022.1
2799,31,Writing,Medium,4779,240.85130757424395,39,Repeat,13,0.86,Low,Other,7528,5599.91
2800,73,Graphic Design,Medium,2648,2711.701174867091,20,Repeat,14,0.9,Normal,Other,3484,5174.95
2801,29,Writing,Low,3043,3481.4884028081224,25,New,14,0.92,Normal,India,3488,3400.4
2802,7,Writing,Low,1098,369.88173935312125,20,Repeat,2,0.91,Normal,India,3200,1771.68
2803,72,Graphic Design,High,659,1092.0675656172382,22,New,8,0.95,Low,USA,1514,1298.82
2804,29,Data Science,Medium,3443,1660.066830783987,25,Repeat,5,0.98,High,Other,4330,4550.82
2805,24,Web Dev,Medium,3601,4363.328287581814,31,New,8,0.95,Low,Europe,6170,3474.33
2806,38,Web Dev,Low,4114,5647.499643861861,29,Repeat,9,0.94,Low,Other,6629,4348.05
2807,30,Web Dev,Low,3778,3803.5302581774,49,New,13,0.87,Normal,USA,4913,3458.19
2808,9,Web Dev,Low,4428,3441.5703074102084,36,New,11,0.9,High,India,4997,5269.3
2809,65,Mobile Dev,Medium,4755,3290.0408518584127,47,New,9,0.93,Low,Europe,7720,5260.38
2810,13,Web Dev,Medium,1020,2201.6163513943598,39,Repeat,4,0.99,High,USA,1750,1526.76
2811,54,Graphic Design,High,1342,4992.128924902603,18,Repeat,10,0.9,Low,India,2216,2828.44
2812,10,Web Dev,Medium,180,3313.489513682116,49,New,2,0.9,Low,Europe,2029,668.75
2813,87,Writing,High,3720,1496.1035990437779,35,Repeat,14,0.94,Normal,USA,5433,7125.8
2814,64,Web Dev,High,2761,950.462567759857,10,New,11,0.98,Normal,India,3129,6402.9
2815,48,Data Science,Medium,4898,5915.248211941934,14,Repeat,2,0.93,Normal,Other,5913,5855.4
2816,15,Graphic Design,High,640,252.21830787871073,15,New,12,0.88,High,India,2091,3022.04
2817,70,Graphic Design,High,1374,5610.624175440359,27,Repeat,5,0.86,Low,India,3887,3774.41
2818,51,Mobile Dev,Low,2885,1427.074311904819,22,Repeat,10,0.98,Normal,USA,3170,2926.85
2819,77,Writing,Medium,3586,3996.6647661876386,45,Repeat,4,0.95,High,USA,4521,3642.36
2820,89,Graphic Design,High,3257,1913.965274749068,21,Repeat,6,0.88,High,USA,4448,6394.9
2821,7,Data Science,High,4817,5179.890909496921,12,Repeat,9,0.96,Low,India,7709,8831.49
2822,80,Web Dev,High,2343,3329.1551347624095,43,Repeat,7,0.96,Normal,India,4364,3581.78
2823,34,Graphic Design,Medium,3142,975.1878724931152,36,Repeat,12,0.97,Normal,Other,3327,3953.29
2824,25,Data Science,Low,1420,1728.5347526272378,49,Repeat,14,0.98,Normal,USA,2018,1336.61
2825,32,Web Dev,Low,3093,2023.863655383093,32,New,11,0.87,Normal,Other,4906,3347.78
